id,schema_version,status,source_id,child_id,confidence,notes,parent_id,relationship_type,source_locator,valid_from,valid_to,verification_status
REL-D8F705F120BF55D6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1253177,high,,ENT-TN-DELEGATION-11CCF21EE571,administrative_parent,ADM4 row / research sector code 1253177; dated ADM3 parent 1253,,,verified
REL-D9017FEE1CFF5209,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33561178,high,,ENT-TN-DELEGATION-706200A5C126,administrative_parent,ADM4 row / research sector code 33561178; dated ADM3 parent 3356,,,verified
REL-D90AE0C7ADCC5F8A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52541789,high,,ENT-TN-DELEGATION-F7ED4B759BD6,administrative_parent,ADM4 row / research sector code 52541789; dated ADM3 parent 5254,,,verified
REL-D915029382F151A1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1353223,high,,ENT-TN-DELEGATION-B8BFE8FFB2B8,administrative_parent,ADM4 row / research sector code 1353223; dated ADM3 parent 1353,,,verified
REL-D927190BB50C535E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1555353,high,,ENT-TN-DELEGATION-C7B4FEE5AE08,administrative_parent,ADM4 row / research sector code 1555353; dated ADM3 parent 1555,,,verified
REL-D93477D6C6DB53A8,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-GOVERNORATE-CAA34B5247BD,high,,ENT-JO-COUNTRY,administrative_parent,"Regulation No. 46 of 2000, Article 2 and Article 11",,,verified
REL-D9398E948D5D57E7,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-D555F337D568,high,,ENT-TN-GOVERNORATE-36E4260B310C,administrative_parent,ADM3 row / dated 264-delegation research code 4260,,,verified
REL-D95C37858F315744,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-ECE5F1EB80F4,high,,ENT-TN-GOVERNORATE-81845FB6BE40,administrative_parent,ADM3 row / dated 264-delegation research code 1655,,,verified
REL-D976325DEA33553E,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-2421,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-37E43863E13C,boundary_intersects,"sector evidence rows: 2452870,2452871,2452873,2452875,2452876",,,source_verified
REL-D99188B6115C50DF,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2151587,high,,ENT-TN-DELEGATION-89B5CE300A2D,administrative_parent,ADM4 row / research sector code 2151587; dated ADM3 parent 2151,,,verified
REL-D9A403BBB7CB5AE4,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-E83D07EB9C29,high,,ENT-TN-GOVERNORATE-97D2B1489F90,administrative_parent,ADM3 row / dated 264-delegation research code 3466,,,verified
REL-D9CD107D9D7D519D,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43621681,high,,ENT-TN-DELEGATION-E45902371203,administrative_parent,ADM4 row / research sector code 43621681; dated ADM3 parent 4362,,,verified
REL-D9D3056AA65E50C9,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1171151,high,,ENT-TN-DELEGATION-3C575B9AF71B,administrative_parent,ADM4 row / research sector code 1171151; dated ADM3 parent 1171,,,verified
REL-D9D6B6F8F00E48EA,2.0.0,current,SRC-LY-MOLG-MUNICIPALITIES-2026,ENT-LY-MUNICIPALITY-5E57DAFD65B0,high,Current legal catalogue relation only; no effective-control inference.,ENT-LY-COUNTRY,administrative_parent,municipalities catalogue entry position 111: مسلاتة,,,source_verified
REL-D9FE98B065475652,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3417,high,,ENT-TN-GOVERNORATE-97D2B1489F90,administrative_parent,January 2024 workbook row: governorate 34; municipality code 3417,,,verified
REL-DA25D4002F1F54E0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52521767,high,,ENT-TN-DELEGATION-B117D836FA70,administrative_parent,ADM4 row / research sector code 52521767; dated ADM3 parent 5252,,,verified
REL-DA2E05872DD95317,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-42551499,high,,ENT-TN-DELEGATION-5D62B4C8161F,administrative_parent,ADM4 row / research sector code 42551499; dated ADM3 parent 4255,,,verified
REL-DA5A81545B4D5C77,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1152110,high,,ENT-TN-DELEGATION-CC12560912DD,administrative_parent,ADM4 row / research sector code 1152110; dated ADM3 parent 1152,,,verified
REL-DA63B444D3BA5ABF,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-4228,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-52AE19694D81,boundary_intersects,"sector evidence rows: 42611542,42611543,42611546,42611549",,,source_verified
REL-DA9DFCD268DF5709,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52561819,high,,ENT-TN-DELEGATION-584902C8EEE0,administrative_parent,ADM4 row / research sector code 52561819; dated ADM3 parent 5256,,,verified
REL-DAB5F256E4475CC5,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-3118,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-498ED0DE384B,boundary_intersects,"sector evidence rows: 3158983,3158984,3158985,3158986,3158987,3158988,3158989",,,source_verified
REL-DAC31721EAD355CA,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-4221,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-8B659FB150BF,boundary_intersects,"sector evidence rows: 42581515,42581516,42581517,42581518,42581519,42581520",,,source_verified
REL-DAE4B7D8412E5A78,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-3411,high,,ENT-TN-GOVERNORATE-97D2B1489F90,administrative_parent,January 2024 workbook row: governorate 34; municipality code 3411,,,verified
REL-DAEFC5F731B252C2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3160995,high,,ENT-TN-DELEGATION-AC41B378E3D9,administrative_parent,ADM4 row / research sector code 3160995; dated ADM3 parent 3160,,,verified
REL-DB0D3879BD58E0F1,2.0.0,current,SRC-LY-MOLG-MUNICIPALITIES-2026,ENT-LY-MUNICIPALITY-BC0E6D0920C7,high,Current legal catalogue relation only; no effective-control inference.,ENT-LY-COUNTRY,administrative_parent,municipalities catalogue entry position 18: الخمس,,,source_verified
REL-DB2B671F22015367,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-115415,high,,ENT-TN-DELEGATION-22BE73F7EFB2,administrative_parent,ADM4 row / research sector code 115415; dated ADM3 parent 1154,,,verified
REL-DB4E4F74C4ED5239,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1763569,high,,ENT-TN-DELEGATION-CB0D8DF8758C,administrative_parent,ADM4 row / research sector code 1763569; dated ADM3 parent 1763,,,verified
REL-DB6D8FFC802F5371,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52561826,high,,ENT-TN-DELEGATION-584902C8EEE0,administrative_parent,ADM4 row / research sector code 52561826; dated ADM3 parent 5256,,,verified
REL-DB71325BEE115CEE,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3152952,high,,ENT-TN-DELEGATION-05AAF8FA23F6,administrative_parent,ADM4 row / research sector code 3152952; dated ADM3 parent 3166,,,verified
REL-DB7C9ECC85CB5A50,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34621314,high,,ENT-TN-DELEGATION-5CE249CD9A5F,administrative_parent,ADM4 row / research sector code 34621314; dated ADM3 parent 3462,,,verified
REL-DB9650616D64533C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52541796,high,,ENT-TN-DELEGATION-F7ED4B759BD6,administrative_parent,ADM4 row / research sector code 52541796; dated ADM3 parent 5254,,,verified
REL-DBC2E97E662F5D57,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34631327,high,,ENT-TN-DELEGATION-17B9E0494EC7,administrative_parent,ADM4 row / research sector code 34631327; dated ADM3 parent 3463,,,verified
REL-DBD6B61807845FEC,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51601742,high,,ENT-TN-DELEGATION-5BB9BF889AC5,administrative_parent,ADM4 row / research sector code 51601742; dated ADM3 parent 5160,,,verified
REL-DC056B9FA2BD5E9F,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2456901,high,,ENT-TN-DELEGATION-5D1C1977A0A6,administrative_parent,ADM4 row / research sector code 2456901; dated ADM3 parent 2456,,,verified
REL-DC1FBA1B08F85362,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51571725,high,,ENT-TN-DELEGATION-5BAD0A66CCEB,administrative_parent,ADM4 row / research sector code 51571725; dated ADM3 parent 5157,,,verified
REL-DC394C69A3875108,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1352215,high,,ENT-TN-DELEGATION-10DD70515DA0,administrative_parent,ADM4 row / research sector code 1352215; dated ADM3 parent 1352,,,verified
REL-DC3CD0728C0451C5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33551170,high,,ENT-TN-DELEGATION-7893E2F13C86,administrative_parent,ADM4 row / research sector code 33551170; dated ADM3 parent 3355,,,verified
REL-DC56FFD6AE355645,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-6EFE1FF87CAA,high,,ENT-TN-GOVERNORATE-902616FE3988,administrative_parent,ADM3 row / dated 264-delegation research code 5255,,,verified
REL-DC631EBC4BEB53FE,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-F7ED1EE6DC53,high,,ENT-TN-GOVERNORATE-B1787F907937,administrative_parent,ADM3 row / dated 264-delegation research code 1762,,,verified
REL-DC646F86544B5384,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1361266,high,,ENT-TN-DELEGATION-678C562CAA1C,administrative_parent,ADM4 row / research sector code 1361266; dated ADM3 parent 1361,,,verified
REL-DC680148348256B9,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-2314,high,,ENT-TN-GOVERNORATE-0D738EAC753C,administrative_parent,January 2024 workbook row: governorate 23; municipality code 2314,,,verified
REL-DC6E6D4EF954540A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2456900,high,,ENT-TN-DELEGATION-5D1C1977A0A6,administrative_parent,ADM4 row / research sector code 2456900; dated ADM3 parent 2456,,,verified
REL-DC701E67D0A15FF6,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-115931,high,,ENT-TN-DELEGATION-0B11B353C556,administrative_parent,ADM4 row / research sector code 115931; dated ADM3 parent 1159,,,verified
REL-DC74F683306B5694,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-1724,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-920707B361CE,boundary_intersects,"sector evidence rows: 1760549,1760550,1760551,1760552,1760553,1760554,1760555,1760556",,,source_verified
REL-DC7AC80880085DAB,2.0.0,current,SRC-JO-REGULATION-46-2000,ENT-JO-LIWA-52DCFF661A5B,high,,ENT-JO-GOVERNORATE-513EDEC3570B,administrative_parent,"Regulation No. 46 of 2000, Article 8; Liwa البتراء clause",,,verified
REL-DC859A9BC02F8E82,2.0.0,current,SRC-LY-MOLG-MUNICIPALITIES-2026,ENT-LY-MUNICIPALITY-5D6A4BA52C7D,high,Current legal catalogue relation only; no effective-control inference.,ENT-LY-COUNTRY,administrative_parent,municipalities catalogue entry position 100: غدامس,,,source_verified
REL-DC90D20AC84756B0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43511575,high,,ENT-TN-DELEGATION-DB05A1325AE3,administrative_parent,ADM4 row / research sector code 43511575; dated ADM3 parent 4351,,,verified
REL-DC911EC8C12F5A33,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2254713,high,,ENT-TN-DELEGATION-0A43143796F7,administrative_parent,ADM4 row / research sector code 2254713; dated ADM3 parent 2254,,,verified
REL-DC996F1D4EF95FB4,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-3160996,high,,ENT-TN-DELEGATION-AC41B378E3D9,administrative_parent,ADM4 row / research sector code 3160996; dated ADM3 parent 3160,,,verified
REL-DCD1D79713955232,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-2213,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-0A43143796F7,boundary_intersects,"sector evidence rows: 2254709,2254710,2254711,2254715",,,source_verified
REL-DCEB1F0257D752EA,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-6314,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-3512572DC050,boundary_intersects,sector evidence rows: 63542052,,,source_verified
REL-DD1243210BDA5C80,2.0.0,historical,SRC-UNESCO-WHC-JO-1093,ENT-JO-PLACE-4F96A66187A3,high,Entity-resolution decision keeps the place concept distinct from the World Heritage property.,ENT-JO-SITE-A7CDF244E03B,associated_with,Property 1093 brief description states that the Roman camp grew to become a town from the fifth century,,,verified
REL-DD2FD8B7E91558E2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-115847,high,,ENT-TN-DELEGATION-B426671C7506,administrative_parent,ADM4 row / research sector code 115847; dated ADM3 parent 1158,,,verified
REL-DD325177DC1156A0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1764576,high,,ENT-TN-DELEGATION-28A3B2254932,administrative_parent,ADM4 row / research sector code 1764576; dated ADM3 parent 1764,,,verified
REL-DD3CA4BE2A3A5AD0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1357237,high,,ENT-TN-DELEGATION-0E56BD3D1B3A,administrative_parent,ADM4 row / research sector code 1357237; dated ADM3 parent 1357,,,verified
REL-DD4EB4AA653459C2,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-116584,high,,ENT-TN-DELEGATION-0156C9A906A2,administrative_parent,ADM4 row / research sector code 116584; dated ADM3 parent 1165,,,verified
REL-DD65A55ADF0E532A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-52561824,high,,ENT-TN-DELEGATION-584902C8EEE0,administrative_parent,ADM4 row / research sector code 52561824; dated ADM3 parent 5256,,,verified
REL-DD6D8E2EE856574A,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-3126,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-BFF07C1D0C4A,boundary_intersects,"sector evidence rows: 31621015,31621016,31621017,31621018,31621019,31621020,31621021",,,source_verified
REL-DD7043A43B8759F0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-31621020,high,,ENT-TN-DELEGATION-BFF07C1D0C4A,administrative_parent,ADM4 row / research sector code 31621020; dated ADM3 parent 3162,,,verified
REL-DD726FA19D6F5023,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-4218,high,,ENT-TN-GOVERNORATE-36E4260B310C,administrative_parent,January 2024 workbook row: governorate 42; municipality code 4218,,,verified
REL-DD7BD69CE6635E2C,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-116834,high,,ENT-TN-DELEGATION-3178EC239E79,administrative_parent,ADM4 row / research sector code 116834; dated ADM3 parent 1168,,,verified
REL-DD7D3746F60C55DE,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-51541705,high,,ENT-TN-DELEGATION-7D9681B14049,administrative_parent,ADM4 row / research sector code 51541705; dated ADM3 parent 5154,,,verified
REL-DDCA5E568E4F5BC7,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1753493,high,,ENT-TN-DELEGATION-529F20CCEFFA,administrative_parent,ADM4 row / research sector code 1753493; dated ADM3 parent 1753,,,verified
REL-DDCB1B25FA2754BF,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43571627,high,,ENT-TN-DELEGATION-69C4DE6E547E,administrative_parent,ADM4 row / research sector code 43571627; dated ADM3 parent 4357,,,verified
REL-DDD29898A0005957,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-43611663,high,,ENT-TN-DELEGATION-755242916060,administrative_parent,ADM4 row / research sector code 43611663; dated ADM3 parent 4361,,,verified
REL-DDDCE7CC286B59F2,2.0.0,current,SRC-TN-DGCL-MUNICIPALITIES-2024,ENT-TN-MUNICIPALITY-1538,high,,ENT-TN-GOVERNORATE-EA30E853F598,administrative_parent,January 2024 workbook row: governorate 15; municipality code 1538,,,verified
REL-DDDEB9C56B3059F8,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-9BE55C4562EE,high,,ENT-TN-GOVERNORATE-DB8D5C457676,administrative_parent,ADM3 row / dated 264-delegation research code 1161,,,verified
REL-DDEAAA50B61555D5,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-33611223,high,,ENT-TN-DELEGATION-8CD3CBC66F17,administrative_parent,ADM4 row / research sector code 33611223; dated ADM3 parent 3361,,,verified
REL-DE29C658974159C3,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-A8FC78D96A53,high,,ENT-TN-GOVERNORATE-CC06DF550344,administrative_parent,ADM3 row / dated 264-delegation research code 1455,,,verified
REL-DE62138C199E5E72,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1358246,high,,ENT-TN-DELEGATION-7667BCFBBD94,administrative_parent,ADM4 row / research sector code 1358246; dated ADM3 parent 1358,,,verified
REL-DE76320E83FB51F1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-34641334,high,,ENT-TN-DELEGATION-02E328685503,administrative_parent,ADM4 row / research sector code 34641334; dated ADM3 parent 3464,,,verified
REL-DE7E73BCD9E350FB,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2251687,high,,ENT-TN-DELEGATION-819F7F2E27F9,administrative_parent,ADM4 row / research sector code 2251687; dated ADM3 parent 2251,,,verified
REL-DE8A640CF7605DCC,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1557370,high,,ENT-TN-DELEGATION-6DD1C12A1852,administrative_parent,ADM4 row / research sector code 1557370; dated ADM3 parent 1557,,,verified
REL-DEAD3ECC124658E7,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2153610,high,,ENT-TN-DELEGATION-64B47287C7CC,administrative_parent,ADM4 row / research sector code 2153610; dated ADM3 parent 2153,,,verified
REL-DEAFD3634F3D5868,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1751486,high,,ENT-TN-DELEGATION-AADE7E444312,administrative_parent,ADM4 row / research sector code 1751486; dated ADM3 parent 1751,,,verified
REL-DECB64775A345BEF,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41611463,high,,ENT-TN-DELEGATION-F9557E5DC693,administrative_parent,ADM4 row / research sector code 41611463; dated ADM3 parent 4161,,,verified
REL-DED2ECDF4855551E,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2154618,high,,ENT-TN-DELEGATION-028DF902ABF9,administrative_parent,ADM4 row / research sector code 2154618; dated ADM3 parent 2154,,,verified
REL-DEF4BBC82EB85D5A,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-2361853,high,,ENT-TN-DELEGATION-05E0AB3C372D,administrative_parent,ADM4 row / research sector code 2361853; dated ADM3 parent 2361,,,verified
REL-DEF66A7FB6905405,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1754504,high,,ENT-TN-DELEGATION-00E4826B36E2,administrative_parent,ADM4 row / research sector code 1754504; dated ADM3 parent 1754,,,verified
REL-DF25AA6DFD7F5591,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1458325,high,,ENT-TN-DELEGATION-8CAB25CD1628,administrative_parent,ADM4 row / research sector code 1458325; dated ADM3 parent 1458,,,verified
REL-DF4FB580F39F4069,2.0.0,current,SRC-LY-MOLG-MUNICIPALITIES-2026,ENT-LY-MUNICIPALITY-124788E0D36B,high,Current legal catalogue relation only; no effective-control inference.,ENT-LY-COUNTRY,administrative_parent,municipalities catalogue entry position 117: وادي عتبة,,,source_verified
REL-DF531C42AA2A53B1,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-909BD4DC039A,high,,ENT-TN-GOVERNORATE-EA30E853F598,administrative_parent,ADM3 row / dated 264-delegation research code 1551,,,verified
REL-DF55B88AF2B253A0,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-41541387,high,,ENT-TN-DELEGATION-A6D2E459547E,administrative_parent,ADM4 row / research sector code 41541387; dated ADM3 parent 4154,,,verified
REL-DF67BF03F9725A29,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-32521058,high,,ENT-TN-DELEGATION-7D47DBFD2C6B,administrative_parent,ADM4 row / research sector code 32521058; dated ADM3 parent 3252,,,verified
REL-DF68F4F866FF50DD,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-15A144D6467E,high,,ENT-TN-GOVERNORATE-97D2B1489F90,administrative_parent,ADM3 row / dated 264-delegation research code 3460,,,verified
REL-DF7191D217D65053,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-GOVERNORATE-E7D96FEF5043,high,,ENT-TN-COUNTRY,administrative_parent,ADM2 row / research governorate code 33,,,verified
REL-DF83F2923CF75486,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-DELEGATION-01345A7C882C,high,,ENT-TN-GOVERNORATE-D5ED89886664,administrative_parent,ADM3 row / dated 264-delegation research code 1360,,,verified
REL-DFCBAAE05B3E5695,2.0.0,current,SRC-TN-HDX-CODAB-2022,ENT-TN-IMADA-1753500,high,,ENT-TN-DELEGATION-529F20CCEFFA,administrative_parent,ADM4 row / research sector code 1753500; dated ADM3 parent 1753,,,verified
REL-DFFE019828255A55,2.0.0,current,SRC-TN-RESEARCH-GEOMETRY-2018,ENT-TN-MUNICIPALITY-3314,medium,Approximate research topology only; this is not an administrative parent relationship.,ENT-TN-DELEGATION-1A266F9B008F,boundary_intersects,"sector evidence rows: 33531149,33531150,33531151,33531152,33531153,33531154,33531155,33531156",,,source_verified
REL-DJ-1604923F69B05BCA,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-ALI-ADDE,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-ALI-SABIEH,administrative_parent,Roadmap Table 3: Ali-Addé under Ali Sabieh,,,source_verified
REL-DJ-2A7E74F612D454D0,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-WEA,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-ARTA,administrative_parent,Roadmap Table 3: Wéa under Arta,,,source_verified
REL-DJ-303A0BA8469D52DC,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-DAMERJOG,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-ARTA,administrative_parent,Roadmap Table 3: Damerjog under Arta,,,source_verified
REL-DJ-37644DACE8335FBB,2.0.0,current,SRC-DJ-PRESIDENCY-REGIONS-2026,ENT-DJ-REGION-OBOCK,high,Special-capital and regional paths remain separate.,ENT-DJ-COUNTRY,administrative_parent,Presidency region Obock; RGPH-3 population 37666,,,source_verified
REL-DJ-3811A388C68E57D2,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-HOLL-HOLL,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-ALI-SABIEH,administrative_parent,Roadmap Table 3: Holl-Holl under Ali Sabieh,,,source_verified
REL-DJ-3D435C38471F5939,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-RANDA,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-TADJOURAH,administrative_parent,Roadmap Table 3: Randa under Tadjourah,,,source_verified
REL-DJ-4B467BB0ACC1557B,2.0.0,current,SRC-DJ-LAW-122-CITY-2005,ENT-DJ-COMMUNE-RAS-DIKA,high,Special-capital and regional paths remain separate.,ENT-DJ-DJIBOUTI-CITY,administrative_parent,Law 122 Article 2: commune Ras-Dika,,,source_verified
REL-DJ-5109B6757260518B,2.0.0,current,SRC-DJ-PRESIDENCY-REGIONS-2026,ENT-DJ-REGION-TADJOURAH,high,Special-capital and regional paths remain separate.,ENT-DJ-COUNTRY,administrative_parent,Presidency region Tadjourah; RGPH-3 population 60645,,,source_verified
REL-DJ-777103CA6D835C47,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-MOULOUD,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-DIKHIL,administrative_parent,Roadmap Table 3: Mouloud under Dikhil,,,source_verified
REL-DJ-7A44327B71885914,2.0.0,current,SRC-DJ-LAW-122-CITY-2005,ENT-DJ-DJIBOUTI-CITY,high,Special-capital and regional paths remain separate.,ENT-DJ-COUNTRY,administrative_parent,Law 122,,,source_verified
REL-DJ-80542EC319045B7A,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-YOBOKI,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-DIKHIL,administrative_parent,Roadmap Table 3: Yoboki under Dikhil,,,source_verified
REL-DJ-86B263D767CA5EA2,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-LAC-ASSAL,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-TADJOURAH,administrative_parent,Roadmap Table 3: Lac-Assal under Tadjourah,,,source_verified
REL-DJ-8C04A38AFDA358B4,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-ADDAILLOU,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-TADJOURAH,administrative_parent,Roadmap Table 3: Addaïllou under Tadjourah,,,source_verified
REL-DJ-A7883DE582395F99,2.0.0,current,SRC-DJ-DECENTRALISATION-ROADMAP-2020,ENT-DJ-SUBPREFECTURE-AS-EYLA,high,Special-capital and regional paths remain separate.,ENT-DJ-REGION-DIKHIL,administrative_parent,Roadmap Table 3: As-Eyla under Dikhil,,,source_verified
